Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
1018_sub	c__Deltaproteobacteria (UID3216)	83	247	155	120	126	1	0	0	0	48.17	0.32	0.00
10295	c__Deltaproteobacteria (UID3216)	83	247	155	199	48	0	0	0	0	2.58	0.00	0.00
15665_sub	p__Proteobacteria (UID3882)	1493	261	164	214	47	0	0	0	0	2.44	0.00	0.00
3104	c__Gammaproteobacteria (UID4267)	119	544	284	104	432	6	1	1	0	74.50	2.71	6.67
4254	c__Gammaproteobacteria (UID4202)	67	481	276	212	261	8	0	0	0	48.56	1.11	0.00
5607	c__Deltaproteobacteria (UID3216)	83	247	155	198	49	0	0	0	0	3.82	0.00	0.00
6284	c__Gammaproteobacteria (UID4267)	119	544	284	120	394	29	1	0	0	76.04	7.22	12.50
6992	k__Bacteria (UID1453)	901	171	117	105	66	0	0	0	0	30.18	0.00	0.00
7061	o__Rhizobiales (UID3447)	356	413	248	208	204	1	0	0	0	49.23	0.40	100.00
7169	c__Gammaproteobacteria (UID4267)	119	544	284	132	405	6	1	0	0	71.75	1.73	0.00
8378	k__Bacteria (UID1452)	924	163	110	114	48	1	0	0	0	15.30	0.10	0.00
8474_sub	k__Bacteria (UID203)	5449	104	58	36	53	15	0	0	0	46.39	6.58	60.00
9834	c__Deltaproteobacteria (UID3216)	83	247	155	195	52	0	0	0	0	3.61	0.00	0.00
CONCOCT.1	c__Gammaproteobacteria (UID4202)	67	481	276	15	422	43	1	0	0	96.07	11.41	4.35
CONCOCT.11	c__Gammaproteobacteria (UID4274)	112	581	290	98	455	28	0	0	0	84.45	3.56	7.14
CONCOCT.30_sub	c__Gammaproteobacteria (UID4274)	112	581	290	341	170	56	11	3	0	39.96	15.42	0.00
CONCOCT.4	o__Actinomycetales (UID1663)	488	310	185	7	298	5	0	0	0	98.21	2.70	0.00
CONCOCT.47_sub	c__Gammaproteobacteria (UID4267)	119	544	284	72	398	69	5	0	0	84.11	15.02	5.95
CONCOCT.58_sub	c__Gammaproteobacteria (UID4444)	263	503	230	186	305	12	0	0	0	58.42	1.84	16.67
CONCOCT.9_sub	c__Deltaproteobacteria (UID3216)	83	247	155	100	117	25	5	0	0	51.63	12.93	45.00
bins.021_sub	k__Bacteria (UID1453)	901	171	117	114	53	4	0	0	0	24.57	3.42	0.00
bins.026_sub	c__Gammaproteobacteria (UID4274)	112	581	290	419	147	15	0	0	0	22.38	1.83	0.00
bins.052_sub	c__Deltaproteobacteria (UID3216)	83	247	155	129	102	11	5	0	0	37.56	7.97	0.00
bins.082_sub	p__Proteobacteria (UID3214)	2231	190	119	86	97	7	0	0	0	39.79	2.40	0.00
bins.087_sub	c__Deltaproteobacteria (UID3216)	83	247	155	92	118	20	13	4	0	54.03	26.72	3.61
bins.10	c__Deltaproteobacteria (UID3216)	83	247	155	16	204	25	2	0	0	91.47	12.63	38.71
bins.104	c__Deltaproteobacteria (UID3216)	83	247	155	107	129	9	2	0	0	47.69	6.77	26.67
bins.113	p__Actinobacteria (UID1454)	732	199	116	19	178	2	0	0	0	89.91	1.29	50.00
bins.120_sub	o__Actinomycetales (UID1590)	562	286	170	101	185	0	0	0	0	60.59	0.00	0.00
bins.126_sub	c__Deltaproteobacteria (UID3216)	83	247	155	153	94	0	0	0	0	28.43	0.00	0.00
bins.129_sub	c__Deltaproteobacteria (UID3216)	83	247	155	139	102	6	0	0	0	38.56	3.23	16.67
bins.147	c__Deltaproteobacteria (UID3217)	62	280	168	38	237	5	0	0	0	82.05	1.79	0.00
bins.21	p__Proteobacteria (UID3214)	2231	190	119	56	129	5	0	0	0	74.67	3.57	0.00
bins.38	c__Deltaproteobacteria (UID3216)	83	247	155	16	229	2	0	0	0	91.94	0.81	100.00
bins.39	c__Gammaproteobacteria (UID4202)	67	481	276	214	256	11	0	0	0	52.44	3.06	9.09
bins.43	c__Gammaproteobacteria (UID4274)	112	581	290	46	513	19	2	1	0	94.14	5.75	32.26
bins.56	c__Deltaproteobacteria (UID3216)	83	247	155	12	220	15	0	0	0	92.58	8.55	6.67
bins.73	s__algicola (UID2846)	47	571	303	186	374	10	0	1	0	62.03	2.40	12.50
bins.75	k__Bacteria (UID1453)	901	171	117	32	125	13	0	1	0	79.19	13.25	10.53
bins.77_sub	c__Deltaproteobacteria (UID3216)	83	247	155	118	99	30	0	0	0	49.32	13.84	6.67
bins.80_sub	c__Deltaproteobacteria (UID3216)	83	247	155	63	130	41	12	1	0	73.63	28.65	13.25
bins.81_sub	c__Gammaproteobacteria (UID4267)	119	544	284	114	366	60	4	0	0	74.24	13.48	58.33
bins.85_sub	f__Flavobacteriaceae (UID2845)	53	548	298	247	255	42	3	1	0	55.12	8.15	17.54
bins.87	s__algicola (UID2846)	47	571	303	101	454	14	2	0	0	79.84	2.78	30.00
bins.89_sub	c__Deltaproteobacteria (UID3217)	62	280	168	61	167	49	2	1	0	74.22	19.26	34.43
bins.9	k__Bacteria (UID3187)	2258	188	117	25	162	1	0	0	0	84.81	0.85	0.00
