Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
CONCOCT_CONCOCT.0_sub	c__Deltaproteobacteria (UID3217)	62	280	168	22	227	30	1	0	0	94.63	17.26	3.03
CONCOCT_CONCOCT.19	c__Alphaproteobacteria (UID3337)	468	388	250	98	252	38	0	0	0	73.00	8.54	36.84
CONCOCT_CONCOCT.26_sub	s__algicola (UID2846)	47	571	303	267	292	12	0	0	0	51.39	1.83	25.00
CONCOCT_CONCOCT.33	c__Gammaproteobacteria (UID4274)	112	581	290	54	502	22	2	1	0	90.34	6.18	20.59
CONCOCT_CONCOCT.4_sub	c__Deltaproteobacteria (UID3216)	83	247	155	148	85	13	1	0	0	32.58	6.29	0.00
CONCOCT_CONCOCT.53	k__Bacteria (UID203)	5449	104	58	6	81	17	0	0	0	91.38	7.18	100.00
CONCOCT_CONCOCT.54_sub	c__Deltaproteobacteria (UID3217)	62	280	168	141	114	22	3	0	0	45.61	10.36	3.23
CONCOCT_CONCOCT.56_sub	k__Bacteria (UID203)	5449	104	58	82	22	0	0	0	0	24.19	0.00	0.00
CONCOCT_CONCOCT.59	c__Deltaproteobacteria (UID3216)	83	247	155	37	202	8	0	0	0	88.47	4.32	50.00
CONCOCT_CONCOCT.73	c__Gammaproteobacteria (UID4202)	67	481	276	17	452	11	1	0	0	95.69	3.67	21.43
GraphMB_1012	k__Bacteria (UID3187)	2258	190	119	42	142	6	0	0	0	70.21	4.27	33.33
GraphMB_15140	f__Flavobacteriaceae (UID2845)	53	548	298	499	49	0	0	0	0	0.89	0.00	0.00
GraphMB_15505	p__Actinobacteria (UID1454)	732	199	116	5	192	2	0	0	0	96.81	0.95	0.00
GraphMB_1785	k__Bacteria (UID1453)	901	171	117	140	31	0	0	0	0	7.26	0.00	0.00
GraphMB_18662	c__Gammaproteobacteria (UID4274)	112	581	290	529	52	0	0	0	0	1.03	0.00	0.00
GraphMB_2942	k__Bacteria (UID3187)	2258	188	117	143	45	0	0	0	0	4.06	0.00	0.00
GraphMB_3019_sub	c__Alphaproteobacteria (UID3305)	564	349	230	273	75	1	0	0	0	16.23	0.22	0.00
GraphMB_3522	p__Actinobacteria (UID1454)	732	199	116	35	153	11	0	0	0	81.09	7.93	45.45
GraphMB_3539	c__Deltaproteobacteria (UID3216)	83	247	155	80	154	11	2	0	0	59.74	7.10	0.00
GraphMB_3658	o__Actinomycetales (UID1590)	562	286	170	102	170	13	1	0	0	60.90	5.10	25.00
GraphMB_3682	k__Bacteria (UID1453)	901	171	117	66	82	23	0	0	0	59.53	14.96	56.52
GraphMB_3702	k__Bacteria (UID1452)	924	161	108	63	81	8	8	1	0	53.03	19.91	52.63
GraphMB_3747	k__Bacteria (UID1453)	901	171	117	48	104	16	3	0	0	65.55	14.10	60.00
GraphMB_3846	k__Bacteria (UID1452)	924	163	110	105	58	0	0	0	0	23.48	0.00	0.00
GraphMB_3912	c__Deltaproteobacteria (UID3216)	83	247	155	95	151	1	0	0	0	51.40	0.65	0.00
GraphMB_4139	c__Gammaproteobacteria (UID4202)	67	481	276	378	101	2	0	0	0	12.96	0.04	0.00
GraphMB_4236_sub	p__Proteobacteria (UID3882)	1493	261	164	142	117	2	0	0	0	36.59	1.22	0.00
GraphMB_4266	o__Actinomycetales (UID1590)	562	286	170	43	243	0	0	0	0	81.57	0.00	0.00
GraphMB_4368	c__Gammaproteobacteria (UID4267)	119	544	284	160	372	11	1	0	0	69.01	2.41	0.00
GraphMB_5043	c__Deltaproteobacteria (UID3216)	83	247	155	201	46	0	0	0	0	2.81	0.00	0.00
GraphMB_5147	o__Actinomycetales (UID1663)	488	310	185	6	301	3	0	0	0	97.76	1.62	0.00
GraphMB_5515_sub	c__Deltaproteobacteria (UID3217)	62	280	168	244	36	0	0	0	0	1.47	0.00	0.00
GraphMB_8625	f__Flavobacteriaceae (UID2845)	53	548	298	512	36	0	0	0	0	0.67	0.00	0.00
GraphMB_9789	o__Rhizobiales (UID3447)	356	413	248	356	57	0	0	0	0	3.60	0.00	0.00
MaxBin2_bins.016	k__Bacteria (UID1452)	924	151	101	84	65	2	0	0	0	31.65	1.98	0.00
MaxBin2_bins.018_sub	k__Bacteria (UID1453)	901	171	117	59	98	12	2	0	0	64.00	11.25	5.56
MaxBin2_bins.022_sub	c__Gammaproteobacteria (UID4267)	119	544	284	373	155	13	3	0	0	29.89	5.22	0.00
MaxBin2_bins.059_sub	c__Gammaproteobacteria (UID4444)	263	503	230	421	79	3	0	0	0	9.63	0.62	0.00
MaxBin2_bins.064_sub	p__Proteobacteria (UID3880)	1495	261	164	200	61	0	0	0	0	8.76	0.00	0.00
MaxBin2_bins.080_sub	k__Bacteria (UID3187)	2258	188	117	95	91	2	0	0	0	37.00	1.71	50.00
MaxBin2_bins.083_sub	c__Deltaproteobacteria (UID3216)	83	247	155	132	98	16	1	0	0	35.31	8.42	0.00
MaxBin2_bins.089_sub	c__Gammaproteobacteria (UID4267)	119	544	284	386	133	23	2	0	0	26.74	4.88	0.00
MetaBAT2_bins.100	k__Bacteria (UID203)	5449	103	58	23	62	16	2	0	0	66.38	9.05	18.18
MetaBAT2_bins.102	c__Gammaproteobacteria (UID4267)	119	544	284	250	277	17	0	0	0	50.05	3.35	64.71
MetaBAT2_bins.103	k__Bacteria (UID3187)	2258	188	117	13	173	2	0	0	0	93.74	1.71	0.00
MetaBAT2_bins.109	c__Gammaproteobacteria (UID4267)	119	544	284	25	494	20	4	1	0	93.90	6.91	7.89
MetaBAT2_bins.110_sub	c__Gammaproteobacteria (UID4274)	112	581	290	180	327	63	10	1	0	65.49	14.36	12.12
MetaBAT2_bins.113_sub	c__Deltaproteobacteria (UID3216)	83	247	155	78	166	3	0	0	0	61.04	1.61	33.33
MetaBAT2_bins.115_sub	c__Deltaproteobacteria (UID3217)	62	280	168	219	59	2	0	0	0	12.65	0.89	0.00
MetaBAT2_bins.116	s__algicola (UID2846)	47	571	303	47	511	10	3	0	0	90.33	2.16	0.00
MetaBAT2_bins.125	k__Bacteria (UID203)	5449	104	58	7	84	13	0	0	0	87.93	3.61	76.92
MetaBAT2_bins.131	k__Bacteria (UID2495)	2993	147	91	44	96	6	1	0	0	60.83	7.69	11.11
MetaBAT2_bins.135	c__Gammaproteobacteria (UID4274)	112	581	290	270	273	34	4	0	0	50.63	9.39	17.39
MetaBAT2_bins.142	c__Deltaproteobacteria (UID3216)	83	247	155	32	164	46	5	0	0	83.87	25.56	4.92
MetaBAT2_bins.145	c__Deltaproteobacteria (UID3216)	83	247	155	58	176	12	1	0	0	75.30	8.39	66.67
MetaBAT2_bins.155_sub	c__Deltaproteobacteria (UID3216)	83	247	155	16	106	91	29	1	4	94.03	86.99	18.58
MetaBAT2_bins.161	c__Deltaproteobacteria (UID3216)	83	247	155	28	185	31	3	0	0	89.03	17.42	70.00
MetaBAT2_bins.167	c__Deltaproteobacteria (UID3217)	62	280	168	55	219	6	0	0	0	77.30	2.28	33.33
MetaBAT2_bins.169	c__Gammaproteobacteria (UID4267)	119	544	284	67	469	6	2	0	0	84.24	1.68	16.67
MetaBAT2_bins.179	k__Bacteria (UID1452)	924	163	110	94	65	4	0	0	0	36.13	2.73	0.00
MetaBAT2_bins.182	c__Deltaproteobacteria (UID3216)	83	247	155	53	183	10	1	0	0	79.00	1.94	7.69
MetaBAT2_bins.185	s__algicola (UID2846)	47	571	303	15	549	7	0	0	0	97.06	1.22	14.29
MetaBAT2_bins.186	c__Deltaproteobacteria (UID3216)	83	247	155	156	78	12	1	0	0	27.92	5.43	13.33
MetaBAT2_bins.19	k__Bacteria (UID1453)	901	171	117	83	85	3	0	0	0	39.57	2.56	33.33
MetaBAT2_bins.191	k__Bacteria (UID1453)	901	171	117	51	117	3	0	0	0	61.68	2.14	0.00
MetaBAT2_bins.199	o__Rhizobiales (UID3447)	356	413	248	247	165	1	0	0	0	32.15	0.40	0.00
MetaBAT2_bins.203	k__Bacteria (UID1452)	924	163	110	81	80	2	0	0	0	42.24	1.82	0.00
MetaBAT2_bins.21	c__Deltaproteobacteria (UID3216)	83	247	155	7	221	19	0	0	0	95.97	10.32	21.05
MetaBAT2_bins.214	p__Cyanobacteria (UID2143)	129	472	368	148	293	30	1	0	0	65.99	5.75	15.15
MetaBAT2_bins.216_sub	p__Actinobacteria (UID1454)	732	199	116	152	47	0	0	0	0	9.24	0.00	0.00
MetaBAT2_bins.25_sub	c__Deltaproteobacteria (UID3216)	83	247	155	164	69	9	5	0	0	20.60	3.12	0.00
MetaBAT2_bins.29	c__Deltaproteobacteria (UID3216)	83	247	155	68	172	7	0	0	0	67.35	2.42	28.57
MetaBAT2_bins.30	c__Gammaproteobacteria (UID4267)	119	544	284	88	421	35	0	0	0	81.75	8.36	0.00
MetaBAT2_bins.40	p__Proteobacteria (UID3880)	1495	261	164	11	188	59	3	0	0	94.05	26.41	32.35
MetaBAT2_bins.46	c__Gammaproteobacteria (UID4274)	112	581	290	263	312	6	0	0	0	46.67	0.92	50.00
MetaBAT2_bins.63_sub	p__Actinobacteria (UID1454)	732	199	116	142	53	4	0	0	0	26.53	2.16	25.00
